Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
DOGE,2021-01-28,0.0235350632,0.0074734262,0.0273231308,0.0072794599
DOGE,2021-01-29,0.0517932459,0.0369032822,0.0792251,0.027538627
DOGE,2021-01-30,0.0323042606,0.0458957728,0.0506567252,0.0221796291
DOGE,2021-01-31,0.0372874714,0.0283098358,0.0462383847,0.0268235102
DOGE,2021-02-01,0.033748913,0.0370310522,0.0437949756,0.0332889909
DOGE,2021-02-02,0.0314791877,0.0348341986,0.0353060832,0.0301935074
DOGE,2021-02-03,0.0361952359,0.031420742,0.0398617734,0.0310406721
DOGE,2021-02-04,0.0508689103,0.0372364713,0.0596809569,0.0358809886
DOGE,2021-02-05,0.0469722368,0.0528588374,0.0543163155,0.0431891489
DOGE,2021-02-06,0.05612247,0.0467455898,0.0561791896,0.0449719095
DOGE,2021-02-07,0.0826052787,0.0577102641,0.0871587615,0.0539830092
DOGE,2021-02-08,0.0790155094,0.0781148614,0.0854587932,0.0629015041
DOGE,2021-02-09,0.0707010226,0.0787853802,0.0838092891,0.0633896777
DOGE,2021-02-10,0.0742113608,0.0701410758,0.0815953604,0.0666030652
DOGE,2021-02-11,0.0699101691,0.0726352005,0.0754227288,0.0680236543
DOGE,2021-02-12,0.0706943689,0.0696764321,0.0731010502,0.0625556151
DOGE,2021-02-13,0.0663360307,0.0698756716,0.0717280284,0.0658174897
DOGE,2021-02-14,0.058793294,0.0663029671,0.066533961,0.0563578151
DOGE,2021-02-15,0.0572737893,0.0627465261,0.0642568742,0.0477429296
DOGE,2021-02-16,0.0537229125,0.056466269,0.0599171361,0.0506288424
DOGE,2021-02-17,0.0497811672,0.0535769172,0.0551411834,0.0494468851
DOGE,2021-02-18,0.0619595576,0.0495097546,0.0619595576,0.0489094528
DOGE,2021-02-19,0.0551494951,0.058839269,0.059751612,0.0539269531
DOGE,2021-02-20,0.0526117771,0.0549887235,0.0601246899,0.0510886333
DOGE,2021-02-21,0.0571953976,0.0542105748,0.0598165739,0.0533107284
DOGE,2021-02-22,0.0533927188,0.0559756672,0.0608136562,0.0464106711
DOGE,2021-02-23,0.0468269618,0.0535847321,0.0539293002,0.0426021201
DOGE,2021-02-24,0.0560009466,0.0476623435,0.0606731827,0.0459878137
DOGE,2021-02-25,0.0519867438,0.0568343867,0.0579432689,0.0505113638
DOGE,2021-02-26,0.0502146697,0.0499717541,0.0526406733,0.0485098473
DOGE,2021-02-27,0.0501439853,0.0504920992,0.0520316172,0.0495777622
DOGE,2021-02-28,0.0489883242,0.0502099974,0.0503221859,0.0448265469
DOGE,2021-03-01,0.0504783622,0.0482228424,0.0519441059,0.0480237299
DOGE,2021-03-02,0.0504409389,0.0505312561,0.0525645978,0.0491469894
DOGE,2021-03-03,0.0508586996,0.0505082089,0.0522973316,0.0500708874
DOGE,2021-03-04,0.0504527343,0.0504837732,0.0512398475,0.047816364
DOGE,2021-03-05,0.0497762863,0.0500818447,0.0510692327,0.04806487
DOGE,2021-03-06,0.0515306162,0.0495990557,0.0526546716,0.0491752828
DOGE,2021-03-07,0.0516958369,0.0509566568,0.0519589477,0.0504566825
DOGE,2021-03-08,0.0591824888,0.0519728875,0.0600545134,0.0516328247
DOGE,2021-03-09,0.0581577003,0.0630167122,0.0630368052,0.0560060336
DOGE,2021-03-10,0.0563812754,0.0579631056,0.0587784285,0.0545207324
DOGE,2021-03-11,0.0556516177,0.0559609141,0.0569908915,0.0542795982
DOGE,2021-03-12,0.0554609376,0.0558864258,0.0570480135,0.0542395729
DOGE,2021-03-13,0.0579377936,0.0552204317,0.0606111921,0.0547034852
DOGE,2021-03-14,0.0594034015,0.0624147801,0.0632907928,0.0585821463
DOGE,2021-03-15,0.0565534935,0.0582237785,0.0597121905,0.0550218945
DOGE,2021-03-16,0.0587049962,0.0570028625,0.0591381847,0.0553597523
DOGE,2021-03-17,0.0581473878,0.0587358839,0.0590083122,0.0565692881
DOGE,2021-03-18,0.0577099559,0.05784259,0.0592958684,0.0569352726
DOGE,2021-03-19,0.0588501218,0.057317314,0.0600060653,0.0564467566
DOGE,2021-03-20,0.0600436085,0.0584436787,0.0607938399,0.058058328
DOGE,2021-03-21,0.0582353822,0.0589871576,0.0596507135,0.056746115
DOGE,2021-03-22,0.0552306751,0.0575856895,0.0580238559,0.0546451008
DOGE,2021-03-23,0.0541114704,0.0549960427,0.0561639321,0.0530410869
DOGE,2021-03-24,0.0524086592,0.0534588585,0.0567511923,0.0508429073
DOGE,2021-03-25,0.0517399755,0.0515914763,0.0524671679,0.0493870817
DOGE,2021-03-26,0.0536922506,0.0512469883,0.0539588658,0.0512335447
DOGE,2021-03-27,0.0547461382,0.0540462943,0.0554897514,0.053446905
DOGE,2021-03-28,0.053484146,0.0544107469,0.0549374495,0.0529762863
DOGE,2021-03-29,0.0540968173,0.0536534051,0.0547760986,0.0531903187
DOGE,2021-03-30,0.054213746,0.0541103016,0.0556671215,0.0536176723
DOGE,2021-03-31,0.0535549684,0.0540935487,0.0546406006,0.0516242868
DOGE,2021-04-01,0.0599140442,0.0537247306,0.0712055878,0.053626903
DOGE,2021-04-02,0.0574238167,0.0620565754,0.0628421681,0.0573229685
DOGE,2021-04-03,0.0563784774,0.0575957894,0.0594856886,0.0560073893
DOGE,2021-04-04,0.057309917,0.0555667878,0.0582439472,0.0551696942
DOGE,2021-04-05,0.0589234204,0.0574579844,0.0593147316,0.0562645421
DOGE,2021-04-06,0.0630599071,0.0599549147,0.0653250048,0.0580659673
DOGE,2021-04-07,0.0601873248,0.0644360516,0.0674773224,0.0571396904
DOGE,2021-04-08,0.0611705401,0.0588224037,0.0624079822,0.0586611523
DOGE,2021-04-09,0.0616745563,0.0617611871,0.064287791,0.0604773586
DOGE,2021-04-10,0.0635717714,0.0616170695,0.0651114074,0.0609425277
DOGE,2021-04-11,0.0756353606,0.0637613937,0.0800344807,0.0633248084
DOGE,2021-04-12,0.0715775832,0.0743739033,0.0754303584,0.0686909801
DOGE,2021-04-13,0.0924414626,0.0707960231,0.0945170983,0.0706332349
DOGE,2021-04-14,0.1275778771,0.0944300679,0.1453077308,0.0921680662
DOGE,2021-04-15,0.1721661479,0.1213803673,0.1918410211,0.119870139
DOGE,2021-04-16,0.3795198355,0.1825578624,0.4504864955,0.1793083416
DOGE,2021-04-17,0.3056824558,0.3661458141,0.3814350384,0.2316461761
DOGE,2021-04-18,0.3318115983,0.2830447075,0.3515335856,0.2423578071
DOGE,2021-04-19,0.416551143,0.3234615407,0.4284610126,0.3094471019
DOGE,2021-04-20,0.3353962068,0.409620872,0.4240822561,0.2709820723
DOGE,2021-04-21,0.3079602783,0.3177229257,0.3479294314,0.2965318528
DOGE,2021-04-22,0.2683380608,0.3061761778,0.3092297685,0.2533026978
DOGE,2021-04-23,0.2391444357,0.2608255356,0.2694052621,0.1608116986
DOGE,2021-04-24,0.2714234993,0.2502502263,0.2911596938,0.2309292547
DOGE,2021-04-25,0.2479777158,0.270787752,0.2884257345,0.226516875
DOGE,2021-04-26,0.2663730697,0.2520194322,0.2808529952,0.2476982097
DOGE,2021-04-27,0.2719959145,0.2718173736,0.2803146659,0.2648406439
DOGE,2021-04-28,0.3163290205,0.2726708395,0.3462542438,0.2563125132
DOGE,2021-04-29,0.3077020849,0.3234480721,0.3247968952,0.2961993453
DOGE,2021-04-30,0.3351472656,0.3051134847,0.340012902,0.3025994643
DOGE,2021-05-01,0.3851596652,0.337656106,0.3926873505,0.3282974568
DOGE,2021-05-02,0.3784028647,0.3911239327,0.4001204117,0.3625018187
DOGE,2021-05-03,0.4364162999,0.3746158191,0.4478349794,0.3743830083
DOGE,2021-05-04,0.5425109667,0.4417594899,0.61113518,0.4043269761
DOGE,2021-05-05,0.6416045016,0.5393155908,0.696495456,0.5210108059
DOGE,2021-05-06,0.586173406,0.6539020933,0.66479447,0.5412518183
DOGE,2021-05-07,0.7223204769,0.5814790756,0.73407397,0.5180432021
DOGE,2021-05-08,0.6436801234,0.6911740007,0.7400103296,0.6019518324
DOGE,2021-05-09,0.585158958,0.6382536542,0.7018368816,0.4186942298
DOGE,2021-05-10,0.456113233,0.5714521813,0.5722505203,0.4204495716
DOGE,2021-05-11,0.5024757846,0.4511661129,0.5487958591,0.4439690247
DOGE,2021-05-12,0.4519935089,0.4943966041,0.5215903795,0.4326168811
DOGE,2021-05-13,0.4300419337,0.3918606792,0.4563288244,0.3552791968
DOGE,2021-05-14,0.5550034809,0.4895582417,0.5912714024,0.4651788546
DOGE,2021-05-15,0.5109660608,0.5606873192,0.5646933887,0.4916051286
DOGE,2021-05-16,0.4924255373,0.5089457071,0.5490971896,0.4497456805
